CodProv,Ano,Sexo,Total,0,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-
02,2010,1,1405566,22150,87493,102701,95994,99784,111726,116490,117011,105455,85885,78726,76659,70233,63364,53532,42547,32679,24999,13286,3976,876
02,2010,2,1622915,20850,82621,98354,94500,101258,116572,122615,123148,112931,95002,90855,92557,88716,84016,75282,65286,56642,51842,32565,13091,4212
02,2011,1,1409835,21372,87698,104496,95303,98932,109330,116655,117178,107828,88295,78758,76539,70650,63724,54207,43036,32410,24397,13639,4526,862
02,2011,2,1623804,20089,82718,99774,93350,99963,113937,122744,123221,115007,97287,90367,92005,89018,84385,76203,65923,56019,50359,33170,14002,4263
02,2012,1,1414105,20771,87824,106030,95051,97944,106648,117073,116887,109799,91337,78941,76221,71187,63973,54889,43614,32387,23693,13932,4961,943
02,2012,2,1624755,19505,82781,100988,92628,98531,110889,123148,122912,116659,100213,90102,91164,89419,84585,77118,66671,55923,48546,33735,14777,4461
02,2013,1,1418339,20655,87620,106597,95851,96818,104110,117246,116349,111330,94699,79438,75821,71739,64174,55541,44250,32565,23024,14118,5308,1086
02,2013,2,1625737,19395,82572,101316,92922,96960,107904,123291,122399,117873,103449,90235,90183,89792,84693,77973,67500,56207,46750,34112,15440,4771
02,2014,1,1422507,20925,87180,106372,97400,95665,102269,116485,115857,112414,97952,80461,75500,72153,64412,56133,44911,32881,22527,14153,5594,1263
02,2014,2,1626722,19694,82153,100857,94002,95355,105602,122445,121920,118694,106534,90979,89266,89956,84813,78710,68380,56699,45341,34142,16025,5155
02,2015,1,1426582,21394,86629,105680,99209,94542,101659,114348,115593,113058,100781,82119,75390,72336,64734,56648,45576,33294,22257,14040,5843,1452
02,2015,2,1627685,20212,81648,99937,95386,93774,104551,120145,121628,119149,109121,92461,88576,89797,85013,79293,69286,57281,44509,33775,16564,5579
02,2016,1,1430531,21715,85947,105089,100984,93832,100772,111917,115724,113211,103127,84506,75444,72268,65192,57050,46250,33785,22205,13803,6069,1641
02,2016,2,1628591,20522,80990,99256,96783,92599,103211,117460,121721,119198,111175,94727,88106,89280,85347,79694,70201,57941,44230,33033,17098,6019
02,2017,1,1434323,21904,85257,104598,102495,93562,99750,109196,116112,112904,105082,87512,75645,72005,65761,57354,46928,34344,22312,13510,6268,1824
02,2017,2,1629405,20700,80333,98716,97972,91854,101733,114365,122088,118864,112809,97628,87851,88481,85774,79929,71114,58700,44341,32073,17614,6466
02,2018,1,1437936,21829,84714,104260,103042,94342,98589,106619,116251,112354,106598,90836,76151,71665,66342,57610,47577,34952,22550,13238,6419,1998
02,2018,2,1624323,20618,79826,98377,98279,92118,100120,111328,122194,118330,114001,100838,87990,87545,86172,80077,71969,59528,44736,31125,18024,1128
02,2019,1,1441350,21532,84292,104073,102793,95868,97401,104740,115461,111850,107667,94051,77175,71396,66791,57902,48174,35577,22884,13062,6497,2164
02,2019,2,1630679,20303,79458,98235,97797,93172,98468,108977,121309,117829,114806,103896,88733,86668,86367,80234,72710,60399,45294,30433,18231,7360
02,2020,1,1444545,21102,83913,103973,102081,97651,96245,104083,113301,111570,108302,96849,78818,71332,67020,58266,48705,36206,23286,13012,6506,2324
02,2020,2,1631101,19842,79150,98227,96854,94528,96843,107870,118974,117515,115246,106457,90209,86011,86245,80469,73307,61295,45919,30119,18211,7810
02,2021,1,1447495,20736,83390,103592,101471,99403,95498,103150,110846,111684,108450,99170,81174,71425,67011,58758,49130,36842,23744,13088,6453,2480
02,2021,2,1631341,19488,78662,97858,96149,95896,95623,106478,116252,117581,115282,108493,92453,85570,85773,80830,73736,62195,46610,30160,17980,8272
02,2022,1,1450179,20408,82764,103075,100958,100887,95190,102083,108103,112052,108142,101106,84138,71654,66816,59348,49474,37483,24245,13248,6379,2626
02,2022,2,1631371,19177,78069,97358,95585,97059,94828,104947,113124,117920,114935,110110,95327,85341,85023,81281,74004,63094,47375,30449,17632,8733
02,2023,1,1452588,20151,82019,102437,100599,101410,95929,100876,105502,112174,107590,102610,87410,72178,66550,59944,49775,38099,24782,13486,6313,2754
02,2023,2,1631182,18939,77356,96747,95222,97339,95043,103278,110053,118000,114388,111291,98505,85492,84145,81699,74193,63937,48194,30917,17292,9152
02,2024,1,1454716,19957,81173,101700,100390,101138,97411,99642,103598,111366,107087,103674,90575,73205,66347,60420,50105,38669,25334,13778,6295,2852
02,2024,2,1630767,18770,76540,96044,95056,96827,96051,101570,107663,117090,113875,112085,101532,86239,83321,81919,74391,64680,49045,31492,17092,9485
02,2025,1,1456560,19809,80261,100874,100269,100405,99148,98441,102907,109198,106803,104307,93332,74832,66338,60688,50500,39188,25886,14114,6334,2926
02,2025,2,1630120,18655,75654,95251,95025,95857,97354,99893,106517,114733,113546,112517,104068,87707,82705,81838,74659,65288,49917,32114,17100,9722
02,2026,1,1458111,19639,79372,99965,99866,99776,100852,97647,101942,106734,106911,104458,95624,77149,66474,60737,51008,39616,26446,14482,6434,2979
02,2026,2,1629227,18496,74809,94389,94630,95127,98670,98617,105086,111990,113596,112547,106083,89929,82304,81413,75046,65744,50791,32784,17299,9877
02,2027,1,1459359,19467,78495,98991,99328,99242,102293,97288,100844,103983,107270,104159,97540,80049,66738,60612,51599,39980,27009,14877,6571,3024
02,2027,2,1628075,18336,73975,93462,94109,94534,99785,97763,103514,108842,113917,112196,107687,92770,82105,80724,75512,66057,51663,33503,17629,9992
06,2010,1,7678592,144497,562593,669180,645513,655045,643442,604625,598679,528202,459666,427517,394748,354844,308412,238875,178795,132750,81527,37373,10257,2052
06,2010,2,8038350,134978,529237,636615,621856,640439,637039,604955,607257,541631,477017,450322,421117,390329,349449,286506,236637,199627,150312,84185,30463,8379
06,2011,1,7776525,149026,573358,674699,648581,652979,651273,610303,603242,543830,469805,431444,399099,359183,314087,246130,181883,133320,82444,38426,11441,1972
06,2011,2,8133082,139373,539159,640460,622997,637083,643886,609340,610871,557035,486749,454046,425678,394784,356498,295005,240245,200306,151177,86776,33100,8514
06,2012,1,7873684,152936,582316,680502,653764,650234,657011,618601,604153,559899,481777,435309,403548,363733,318754,254060,185780,133813,83603,39404,12375,2112
06,2012,2,8226934,143369,547505,644462,626352,632875,648573,616524,610551,572835,498439,457452,430552,399080,362479,304356,244751,201082,151914,89333,35397,9053
06,2013,1,7969864,155398,589612,687833,659672,647729,660503,628689,603247,575077,495245,439763,408022,368409,322774,262148,190442,134550,84890,40326,13147,2388
06,2013,2,8319735,146147,554411,649848,630570,628733,650938,625637,608207,587668,511706,461300,435514,403317,367645,313977,250172,202198,152706,91710,37446,9885
06,2014,1,8064849,155819,595031,697264,665580,646528,661669,639249,603114,587670,509690,445686,412409,373056,326680,269742,195824,135919,86132,41213,13844,2730
06,2014,2,8411300,147089,559714,657258,634837,625739,650904,635279,606574,599766,525981,466607,440250,407590,372397,323116,256525,204000,153666,93741,39362,10905
06,2015,1,8158456,153755,598251,709171,671242,647379,660450,649276,605600,596585,524617,453664,416678,377578,330834,276424,201861,138120,87249,42107,14519,3096
06,2015,2,8501475,145734,563092,667105,638887,624667,648416,644385,607593,607985,540724,474058,444599,411969,377034,331263,263757,206725,154825,95398,41227,12032
06,2016,1,8250777,148585,598839,724444,676738,650450,658409,657082,611299,601191,540187,463775,420704,382081,335311,282032,208604,141098,88211,43098,15179,3460
06,2016,2,8590358,140733,563737,681407,642720,625792,645029,651176,611966,611618,556097,483776,448390,416615,381587,338238,271946,210341,156066,96802,43113,13209
06,2017,1,8341933,143994,598676,737299,682518,655625,655690,662808,619593,602177,556196,475689,424666,386672,339977,286754,215924,144696,89127,44221,15817,3814
06,2017,2,8678079,136170,563789,693734,646704,629130,640787,655812,619125,611335,571857,495440,451863,421561,385983,344209,280913,214740,157381,98133,45007,14406
06,2018,1,8431831,140444,597414,747052,689823,661520,653209,666296,629665,601354,571321,489076,429207,391282,344756,290896,223391,148887,90228,45407,16436,4167
06,2018,2,8764565,132497,562894,703413,652073,633324,636609,658129,628204,609032,586658,508661,455774,426594,390313,349411,290137,219934,158960,99509,46816,15623
06,2019,1,8520388,138321,594812,752889,699226,667411,652019,667474,640204,601293,583892,503426,435181,395802,349504,294944,230433,153661,91761,46558,17056,4521
06,2019,2,8849756,130106,560802,709650,659460,637569,633575,658052,637811,607432,598736,522882,461123,431397,394684,354219,298911,225959,161088,100977,48449,16874
06,2020,1,8607537,137947,590671,754043,711106,673054,652870,666276,650209,603831,592818,518254,443160,400207,354134,299214,236697,158974,93865,47638,17683,4886
06,2020,2,8933604,129324,557299,711670,669281,641594,632456,655516,646884,608473,606958,537570,468585,435818,399151,358919,306769,232776,163951,102550,49898,18162
06,2021,1,8693385,139749,584589,749463,726341,678536,655924,664259,658003,609556,597475,533722,453224,404367,358744,303771,242055,164862,96493,48632,18364,5256
06,2021,2,9016213,131057,551503,707311,683554,645402,633528,652089,653641,612848,610617,552884,478281,439690,403877,363531,313550,240448,167512,104156,51233,19501
06,2022,1,8778048,141315,578973,744710,739165,684298,661069,661561,663732,617847,598552,549623,465046,408466,363430,308497,246662,171216,99539,49613,19113,5621
06,2022,2,9097695,132615,546100,702792,695856,649357,636814,647799,658246,620001,610378,568581,489898,443252,408883,367993,319409,248808,171678,105813,52549,20873
06,2023,1,8861488,142492,574042,739898,748888,691582,666927,659094,667232,627905,597833,564651,478305,413122,368135,313316,250786,177687,102998,50712,19892,5991
06,2023,2,9178021,133846,541300,698223,705506,654698,640949,643570,660538,629059,608133,583327,503048,447237,413976,372387,324562,257391,176481,107650,53899,22241
06,2024,1,8943682,143119,570012,735171,754696,700959,672778,657905,668431,638424,597871,577158,492507,419162,372748,318103,254837,183819,106886,52068,20657,6371
06,2024,2,9257169,134599,537317,693727,711719,662053,645131,640483,660437,638648,606579,595370,517186,452635,418835,376826,329346,265575,181968,109867,55299,23569
06,2025,1,9024621,143059,567080,730648,755825,712805,678382,658743,667265,648413,600474,586070,507183,427132,377248,322783,259080,189340,111172,53762,21393,6764
06,2025,2,9335132,134726,534342,689432,713713,671839,649095,639305,657879,647699,607652,603585,531788,460106,423322,381347,334038,272942,188117,112601,56752,24852
06,2026,1,9104437,142120,565448,726362,751223,728001,683825,661769,665276,656201,606235,590773,522484,437117,381511,327442,263573,194145,115888,55757,22099,7188
06,2026,2,9412022,133840,532783,685354,709328,686076,652840,640314,654430,654438,612041,607271,547011,469765,427273,386118,338636,279364,194978,115809,58217,26136
06,2027,1,9183262,141333,564100,722298,746448,740786,689544,666872,662607,661935,614538,591937,538219,448789,385711,332176,268209,198366,120944,58000,22810,7640
06,2027,2,9487952,133083,531501,681494,704784,698337,656732,643531,650114,659032,619193,607088,562613,481306,430921,391147,343102,284976,202394,119432,59722,27450
10,2010,1,188677,3405,14147,19125,20116,19076,15603,14479,14522,12457,10481,9436,8823,7911,6323,4671,3322,2371,1426,655,259,69
10,2010,2,188999,3198,13307,18201,19390,18374,15210,14318,14626,12433,10434,9405,8752,7896,6511,5165,4029,3361,2375,1324,529,161
10,2011,1,190654,3417,13994,18791,20006,19459,16015,14366,14580,12932,10771,9556,8914,8075,6574,4868,3437,2415,1471,677,262,74
10,2011,2,190894,3221,13146,17824,19259,18704,15524,14181,14673,12954,10745,9544,8866,8066,6751,5361,4124,3392,2438,1379,568,174
10,2012,1,192625,3455,13893,18446,19830,19708,16551,14318,14519,13397,11101,9700,9003,8212,6820,5077,3570,2463,1513,704,267,78
10,2012,2,192783,3266,13043,17447,19047,18920,15959,14105,14581,13469,11097,9707,8978,8216,6989,5564,4252,3412,2503,1432,605,191
10,2013,1,194590,3520,13844,18094,19601,19834,17152,14350,14384,13813,11475,9870,9091,8334,7053,5296,3716,2518,1558,733,270,84
10,2013,2,194666,3333,12999,17072,18767,19037,16454,14102,14402,13933,11493,9900,9091,8349,7221,5771,4407,3434,2564,1483,643,211
10,2014,1,196547,3607,13846,17745,19327,19862,17741,14494,14216,14137,11888,10080,9182,8441,7266,5523,3877,2584,1603,763,274,91
10,2014,2,196541,3424,13013,16698,18435,19063,16949,14187,14198,14295,11932,10128,9208,8474,7437,5986,4577,3474,2618,1536,678,231
10,2015,1,198490,3718,13899,17396,19013,19823,18246,14764,14062,14336,12339,10329,9283,8542,7453,5755,4050,2667,1641,795,284,95
10,2015,2,198405,3542,13081,16323,18071,19013,17384,14375,14015,14501,12426,10395,9335,8590,7631,6211,4758,3537,2665,1585,715,252
10,2016,1,200420,3723,13924,17253,18682,19711,18632,15176,13953,14394,12810,10622,9404,8634,7612,5991,4227,2768,1683,824,300,97
10,2016,2,200258,3537,13111,16188,17692,18888,17711,14691,13879,14551,12944,10706,9471,8709,7800,6443,4948,3625,2698,1640,751,275
10,2017,1,202334,3701,13969,17195,18335,19540,18881,15709,13904,14339,13274,10945,9549,8725,7749,6224,4417,2883,1722,858,315,100
10,2017,2,202099,3512,13157,16130,17318,18675,17929,15127,13806,14457,13459,11057,9639,8820,7950,6675,5139,3747,2724,1693,787,298
10,2018,1,204228,3660,14028,17208,17986,19309,19009,16311,13938,14207,13687,11319,9716,8816,7871,6445,4616,3006,1770,889,332,105
10,2018,2,203924,3464,13219,16153,16944,18399,18045,15620,13806,14283,13920,11453,9828,8935,8084,6902,5338,3888,2754,1742,823,324
10,2019,1,206096,3593,14097,17297,17638,19037,19040,16898,14083,14040,14013,11728,9927,8908,7979,6646,4820,3147,1826,922,346,111
10,2019,2,205728,3391,13293,16258,16571,18069,18074,16116,13890,14080,14285,11888,10056,9055,8210,7112,5542,4044,2794,1792,860,348
10,2020,1,207933,3502,14177,17464,17290,18725,19001,17401,14354,13889,14212,12176,10173,9010,8081,6827,5032,3291,1892,953,367,116
10,2020,2,207505,3291,13379,16444,16197,17707,18025,16554,14080,13897,14493,12378,10323,9183,8327,7302,5758,4210,2855,1833,895,374
10,2021,1,209737,3475,14177,17491,17151,18397,18888,17788,14768,13780,14274,12640,10466,9131,8174,6983,5244,3444,1975,983,383,125
10,2021,2,209254,3267,13376,16470,16063,17331,17900,16882,14394,13766,14542,12896,10633,9318,8447,7469,5979,4388,2934,1866,934,399
10,2022,1,211503,3452,14154,17520,17088,18052,18722,18036,15300,13738,14217,13105,10782,9276,8268,7112,5459,3608,2065,1013,403,133
10,2022,2,210973,3249,13352,16493,16005,16957,17693,17098,14830,13697,14446,13409,10980,9489,8561,7615,6200,4565,3042,1894,973,425
10,2023,1,213228,3440,14107,17538,17104,17703,18494,18166,15898,13770,14096,13512,11151,9444,8358,7234,5662,3777,2161,1050,420,143
10,2023,2,212657,3240,13301,16506,16033,16585,17416,17217,15323,13694,14278,13869,11373,9678,8676,7750,6414,4749,3167,1925,1006,457
10,2024,1,214907,3436,14034,17542,17193,17358,18223,18197,16487,13918,13925,13839,11558,9651,8452,7342,5847,3952,2270,1091,443,149
10,2024,2,214301,3242,13229,16508,16135,16211,17092,17245,15818,13782,14075,14233,11806,9904,8798,7876,6618,4933,3306,1964,1043,483
10,2025,1,216536,3444,13938,17529,17359,17013,17914,18162,16986,14189,13779,14038,12000,9893,8558,7443,6012,4135,2385,1138,460,161
10,2025,2,215902,3253,13130,16497,16320,15841,16730,17199,16257,13969,13897,14437,12294,10169,8930,7989,6800,5137,3448,2020,1073,512
10,2026,1,218113,3422,13856,17504,17386,16873,17590,18052,17374,14599,13677,14099,12457,10183,8679,7536,6161,4316,2503,1196,480,170
10,2026,2,217459,3234,13051,16470,16349,15706,16357,17073,16582,14286,13767,14490,12809,10472,9067,8110,6961,5343,3603,2084,1104,541
10,2027,1,219639,3399,13764,17460,17416,16811,17249,17885,17623,15130,13636,14046,12919,10495,8820,7628,6283,4502,2633,1261,496,183
10,2027,2,218971,3213,12965,16425,16371,15650,15986,16865,16804,14721,13696,14398,13318,10821,9232,8226,7103,5546,3758,2173,1127,573
14,2010,1,1642300,28264,110619,138410,142811,145668,139319,133052,128954,109432,94385,90751,83303,76474,67874,53668,40548,29613,18120,8235,2385,415
14,2010,2,1730725,26410,104776,133515,139273,142642,139053,133465,129784,112102,98908,95658,89379,84417,77783,64960,53543,44385,33138,18704,6945,1885
14,2011,1,1661989,29198,112406,138072,141980,146240,141961,133876,130544,113676,96080,91252,84511,77056,68926,55244,41318,29879,18328,8435,2566,441
14,2011,2,1749784,27274,106160,132773,138334,143093,141389,134156,131317,116014,100485,96224,90466,84941,79120,66888,54506,44685,33342,19215,7430,1972
14,2012,1,1681770,30098,114241,137964,141194,146296,144411,135253,131359,117956,98438,91543,85828,77698,69771,56872,42250,30181,18574,8636,2722,485
14,2012,2,1768903,28140,107671,132212,137348,143149,143423,135445,132076,119998,102633,96606,91678,85501,80154,68906,55658,45075,33537,19703,7891,2099
14,2013,1,1701613,30901,116069,138158,140478,145944,146555,137107,131697,121978,101388,91854,87130,78434,70474,58469,43329,30556,18852,8837,2862,541
14,2013,2,1788056,28970,109261,131874,136353,142857,145119,137220,132341,123777,105304,97005,92903,86134,80959,70902,56997,45571,33764,20158,8315,2272
14,2014,1,1721478,31588,117854,138644,139849,145318,148262,139347,131916,125403,104858,92439,88270,79303,71107,59945,44550,31033,19153,9038,2994,607
14,2014,2,1807209,29759,110892,131740,135395,142280,146431,139342,132459,127024,108458,97638,93999,86888,81615,72764,58517,46200,34045,20565,8718,2480
14,2015,1,1741325,32067,119508,139524,139345,144527,149418,141909,132306,127946,108790,93506,89117,80355,71720,61229,45911,31634,19462,9250,3125,676
14,2015,2,1826329,30460,112499,131852,134524,141477,147314,141713,132703,129463,112060,98679,94859,87806,82193,74392,60224,46976,34387,20925,9110,2713
14,2016,1,1761138,31398,120473,142244,139004,143705,149993,144545,133135,129541,113013,95201,89644,81577,72363,62293,47383,32362,19779,9479,3262,744
14,2016,2,1845402,29855,113370,134102,133782,140544,147764,144047,133394,130998,115962,100265,95439,88906,82751,75725,62075,47925,34787,21249,9502,2960
14,2017,1,1780905,30728,121354,144979,138898,142920,150058,146986,134521,130362,117271,97548,89965,82912,73055,63170,48900,33219,20121,9726,3400,812
14,2017,2,1864416,29215,114198,136479,133225,139558,147824,146072,134686,131762,119937,102408,95841,90130,83343,76766,64019,49034,35254,21569,9883,3213
14,2018,1,1800593,30097,122110,147610,139089,142212,149714,149126,136372,130713,121275,100482,90306,84225,73833,63922,50389,34195,20514,9993,3539,877
14,2018,2,1883344,28567,114952,138901,132890,138562,147534,147768,136457,132033,123704,105077,96254,91365,84004,77596,65935,50310,35805,21909,10250,3471
14,2019,1,1820172,29525,122735,150083,139573,141584,149097,150831,138611,130942,124685,103929,90916,85380,74736,64612,51779,35280,20976,10269,3680,949
14,2019,2,1902160,27922,115634,141322,132756,137612,146953,149076,138579,132152,126949,108219,96903,92471,84779,78282,67730,51750,36457,22283,10593,3738
14,2020,1,1839612,29076,123167,152217,140452,141085,148315,151988,141167,131341,127226,107830,91995,86252,75812,65281,53000,36484,21524,10550,3827,1023
14,2020,2,1920838,27319,116211,143632,132869,136740,146153,149956,140946,132401,129387,111808,97951,93347,85717,78889,69309,53354,37230,22689,10918,4012
14,2021,1,1858896,29381,122784,152514,143167,140748,147500,152565,143801,132178,128822,112017,93690,86818,77047,65973,54039,37773,22159,10837,3986,1097
14,2021,2,1939365,27572,115871,143903,135117,136000,145218,150406,143275,133096,130925,115693,99540,93943,86831,79478,70613,55088,38140,23134,11224,4298
14,2022,1,1878010,29677,122340,152729,145898,140643,146724,152636,146236,133568,129653,116242,96022,87182,78385,66707,54914,39105,22882,11141,4151,1175
14,2022,2,1957728,27839,115457,144092,137493,135442,144232,150463,145299,134387,131696,119652,101678,94370,88062,80098,71649,56902,39175,23625,11530,4587
14,2023,1,1896928,29952,121858,152856,148525,140834,146023,152298,148374,135418,130015,120216,98930,87567,79696,67526,55681,40412,23693,11473,4328,1253
14,2023,2,1975902,28106,114983,144200,139915,135108,143235,150174,146988,136159,131977,123404,104334,94806,89301,80786,72486,58697,40346,24175,11847,4875
14,2024,1,1915625,30193,121352,152909,150996,141319,145399,151691,150080,137653,130257,123603,102337,88214,80860,68450,56399,41640,24580,11849,4508,1336
14,2024,2,1993864,28366,114465,144240,142333,134974,142284,149590,148295,138279,132104,126641,107456,95475,90413,81582,73190,60382,41653,24793,12186,5163
14,2025,1,1934082,30372,120861,152893,153128,142198,144903,150915,151236,140207,130668,126131,106193,89312,81754,69535,57094,42732,25559,12273,4693,1425
14,2025,2,2011595,28605,113926,144212,144642,135085,141411,148788,149170,140646,132364,129071,111024,96533,91305,82530,73822,61873,43098,25496,12546,5448
14,2026,1,1952301,30220,120667,152818,153420,144910,144568,150107,151819,142837,131514,127725,110328,91003,82360,70763,57808,43684,26597,12752,4882,1519
14,2026,2,2029092,28471,113725,144128,144911,137330,140670,147852,149619,142973,133062,130611,114885,98122,91920,83651,74436,63118,44649,26297,12926,5736
14,2027,1,1970295,30073,120458,152670,153635,147635,144467,149337,151895,145265,132906,128570,114497,93310,82776,72084,58560,44505,27669,13281,5085,1617
14,2027,2,2046364,28336,113518,143983,145096,139704,140110,146862,149677,144990,134361,131389,118815,100248,92378,84876,75079,64128,46267,27184,13333,6030
18,2010,1,501452,10742,38685,48688,54674,53234,43377,37356,34492,29613,26812,26148,24118,21690,17316,12833,9174,6299,3698,1707,642,154
18,2010,2,516279,9980,36406,46450,52603,52452,44791,38908,36594,31806,28521,27398,25011,21860,17803,14259,11572,8936,5977,3238,1298,416
18,2011,1,506702,11092,39199,47839,53566,54197,44906,37569,34866,30383,26976,26206,24382,22036,17923,13326,9448,6412,3784,1762,660,170
18,2011,2,521546,10324,36840,45503,51412,53108,46092,39180,36867,32689,28798,27537,25438,22395,18430,14657,11790,9135,6152,3368,1385,446
18,2012,1,511969,11273,39815,47427,52191,54717,46630,37991,35058,31211,27258,26192,24675,22300,18529,13839,9760,6543,3875,1821,677,187
18,2012,2,526817,10526,37386,44954,49990,53377,47477,39697,36947,33588,29210,27613,25849,22886,19072,15105,12027,9329,6331,3500,1471,482
18,2013,1,517240,11270,40462,47464,50699,54803,48390,38652,35142,32029,27661,26158,24960,22517,19105,14372,10113,6691,3969,1883,694,206
18,2013,2,532085,10575,37983,44814,48463,53260,48842,40442,36927,34438,29749,27671,26227,23338,19715,15598,12293,9523,6515,3636,1551,525
18,2014,1,522500,11113,41071,47891,49259,54467,50022,39587,35195,32760,28191,26149,25203,22727,19622,14923,10503,6867,4064,1948,717,221
18,2014,2,537336,10491,38565,45036,46986,52766,50068,41398,36913,35155,30418,27763,26542,23773,20336,16137,12593,9717,6702,3773,1632,572
18,2015,1,527731,10798,41549,48683,48052,53726,51373,40829,35284,33334,28850,26217,25366,22961,20064,15486,10925,7077,4163,2015,744,235
18,2015,2,542552,10276,39051,45590,45717,51904,51058,42539,37000,35669,31211,27935,26776,24203,20913,16718,12934,9922,6885,3913,1717,621
18,2016,1,532925,10494,41922,49549,47204,52626,52335,42353,35501,33715,29621,26386,25439,23237,20412,16062,11376,7319,4266,2078,780,250
18,2016,2,547730,9981,39409,46372,44771,50720,51711,43845,37274,35947,32094,28218,26925,24633,21446,17325,13321,10135,7070,4056,1804,673
18,2017,1,538075,10264,42173,50351,46793,51258,52856,44071,35932,33908,30447,26674,25443,23539,20684,16640,11842,7593,4380,2149,816,262
18,2017,2,552863,9747,39663,47123,44225,49300,51983,45229,37796,36034,32993,28635,27007,25049,21936,17952,13751,10365,7252,4202,1895,726
18,2018,1,543156,10129,42271,50994,46834,49770,52948,45825,36593,33997,31267,27081,25424,23834,20915,17188,12329,7898,4510,2221,851,277
18,2018,2,557928,9585,39787,47769,44089,47776,51870,46593,38545,36019,33847,29172,27080,25433,22384,18579,14223,10620,7437,4354,1985,781
18,2019,1,548147,10074,42219,51451,47256,48341,52616,47455,37526,34058,31996,27613,25429,24088,21139,17685,12833,8233,4657,2293,890,295
18,2019,2,562905,9491,39777,48271,44312,46304,51380,47819,39502,36012,34564,29846,27177,25753,22826,19183,14738,10909,7616,4506,2081,838
18,2020,1,553026,10124,41993,51615,48050,47138,51883,48804,38766,34151,32574,28274,25509,24263,21386,18114,13348,8596,4827,2370,931,310
18,2020,2,567775,9480,39620,48544,44868,45040,50520,48811,40645,36104,35083,30636,27356,25998,23251,19751,15295,11229,7809,4660,2176,899
18,2021,1,557787,10174,41698,51684,48919,46294,50792,49765,40286,34375,32956,29041,25691,24353,21669,18459,13876,8982,5024,2448,969,332
18,2021,2,572533,9525,39343,48611,45646,44099,49341,49466,41949,36382,35366,31518,27647,26154,23686,20276,15871,11592,8009,4813,2276,963
18,2022,1,562427,10188,41372,51707,49722,45887,49435,50288,42002,34806,33155,29863,25985,24375,21980,18737,14403,9382,5242,2535,1013,350
18,2022,2,577177,9543,39031,48633,46398,43556,47925,49738,43336,36907,35458,32419,28063,26247,24105,20758,16472,11996,8217,4969,2377,1029
18,2023,1,566935,10162,41037,51672,50368,45927,47956,50387,43750,35468,33250,30681,26396,24375,22281,18977,14909,9798,5483,2631,1056,371
18,2023,2,581696,9529,38700,48598,47049,43417,46407,49631,44698,37661,35447,33271,28604,26329,24493,21201,17070,12434,8457,5121,2485,1094
18,2024,1,571303,10099,40699,51569,50824,46352,46537,50060,45376,36404,33315,31407,26929,24401,22540,19211,15373,10228,5747,2737,1100,395
18,2024,2,586083,9488,38363,48497,47551,43642,44936,49146,45925,38619,35447,33987,29277,26435,24819,21643,17649,12909,8717,5276,2592,1165
18,2025,1,575526,9992,40384,51396,50990,47145,45341,49338,46724,37638,33417,31982,27589,24496,22728,19467,15771,10672,6030,2861,1148,417
18,2025,2,590334,9411,38040,48331,47827,44197,43680,48285,46920,39761,35548,34507,30065,26624,25071,22064,18193,13427,9003,5441,2703,1236
18,2026,1,579610,9885,40059,51152,51059,48016,44503,48258,47684,39156,33642,32371,28348,24690,22835,19753,16103,11127,6333,2997,1198,441
18,2026,2,594455,9311,37731,48101,47894,44977,42739,47115,47574,41068,35828,34794,30944,26920,25237,22498,18699,13959,9330,5608,2811,1317
18,2027,1,583560,9788,39719,50844,51080,48821,44100,46911,48209,40866,34078,32572,29166,24989,22878,20068,16373,11585,6644,3149,1251,469
18,2027,2,598448,9219,37409,47812,47915,45730,42198,45702,47852,42455,36355,34893,31838,27341,25342,22915,19167,14516,9684,5786,2922,1397
22,2010,1,534347,11715,43610,55385,60304,57522,46125,40685,37852,31520,27830,26755,24995,21398,16294,12069,8837,6064,3389,1424,463,111
22,2010,2,545670,10929,41211,53031,58188,56664,47229,42573,39599,33260,29298,27726,25393,21502,16768,13429,11069,8279,5479,2704,1028,311
22,2011,1,540391,11980,43972,54600,59392,58805,47711,40801,38407,32597,28116,26769,25244,21964,16939,12417,8969,6152,3480,1479,479,118
22,2011,2,552234,11274,41613,52126,57227,57616,48548,42742,40253,34424,29690,27876,25832,22210,17441,13723,11239,8480,5622,2872,1093,333
22,2012,1,546471,12130,44436,54147,58241,59586,49628,41075,38710,33765,28534,26777,25444,22458,17620,12812,9138,6236,3574,1536,497,127
22,2012,2,558809,11528,42129,51522,56047,58119,50143,43013,40676,35661,30215,28012,26212,22865,18172,14080,11400,8695,5757,3042,1159,362
22,2013,1,552570,12152,44944,54041,56972,59889,51684,41572,38847,34923,29101,26813,25595,22885,18307,13256,9349,6322,3668,1600,515,135
22,2013,2,565383,11674,42709,51237,54753,58200,51842,43448,40936,36884,30886,28165,26534,23466,18934,14505,11575,8910,5894,3206,1229,396
22,2014,1,558670,12063,45438,54240,55729,59741,53667,42373,38906,35963,29835,26906,25702,23256,18971,13757,9597,6419,3760,1664,536,147
22,2014,2,571938,11732,43302,51225,53472,57897,53450,44128,41102,37994,31723,28369,26794,24013,19699,15006,11774,9118,6044,3354,1311,431
22,2015,1,564746,11863,45837,54720,54667,59189,55375,43551,38957,36787,30748,27092,25766,23573,19590,14318,9887,6523,3853,1729,565,156
